Date,Hour,Street,Average
11/6/2017,16,Bourke Street Mall (North),3915
11/6/2017,17,Southbank,3356
11/6/2017,18,Southbank,3535
11/6/2017,19,Southbank,2751
11/6/2017,20,Southbank,2290
11/6/2017,21,Southbank,1783
12/6/2017,10,Vic Arts Centre,1859
12/6/2017,11,Vic Arts Centre,2509
12/6/2017,12,Bourke Street Mall (North),2932
12/6/2017,13,Birrarung Marr,4507
12/6/2017,14,Bourke Street Mall (North),3544
12/6/2017,15,Bourke Street Mall (North),3324
12/6/2017,16,Bourke Street Mall (North),2930
12/6/2017,17,Bourke Street Mall (North),2291
12/6/2017,18,Birrarung Marr,4599
12/6/2017,19,Melbourne Central,1981
12/6/2017,20,Melbourne Central,1494
12/6/2017,21,Melbourne Central,1141
13/6/2017,10,Spencer St-Collins St (North),1675
13/6/2017,11,Town Hall (West),2088
13/6/2017,12,Bourke Street Mall (North),3081
13/6/2017,13,Bourke Street Mall (North),3369
13/6/2017,14,Town Hall (West),2812
13/6/2017,15,Bourke Street Mall (North),2778
13/6/2017,16,Spencer St-Collins St (North),3769
13/6/2017,17,Spencer St-Collins St (North),4900
13/6/2017,18,Spencer St-Collins St (North),2842
13/6/2017,19,Birrarung Marr,2440
13/6/2017,20,Melbourne Central,1684
13/6/2017,21,Melbourne Central,1171
14/6/2017,10,Princes Bridge,1706
14/6/2017,11,Town Hall (West),2183
14/6/2017,12,Bourke Street Mall (North),3307
14/6/2017,13,Bourke Street Mall (North),3683
14/6/2017,14,Bourke Street Mall (North),3126
14/6/2017,15,Bourke Street Mall (North),3052
14/6/2017,16,Spencer St-Collins St (North),3683
14/6/2017,17,Spencer St-Collins St (North),4806
14/6/2017,18,Spencer St-Collins St (North),2817
14/6/2017,19,Melbourne Central,2109
14/6/2017,20,Melbourne Central,1745
14/6/2017,21,Melbourne Central,1389
15/6/2017,10,Spencer St-Collins St (North),1550
15/6/2017,11,Town Hall (West),1979
15/6/2017,12,Southbank,3282
15/6/2017,13,Bourke Street Mall (North),3493
15/6/2017,14,Town Hall (West),3006
15/6/2017,15,Bourke Street Mall (North),2880
15/6/2017,16,Spencer St-Collins St (North),3471
15/6/2017,17,Spencer St-Collins St (North),4938
15/6/2017,18,Flinders St Station Underpass,2862
15/6/2017,19,Melbourne Central,1994
15/6/2017,20,Melbourne Central,1821
15/6/2017,21,Convention/Exhibition Centre,1820
16/6/2017,10,Princes Bridge,1791
16/6/2017,11,Town Hall (West),2431
16/6/2017,12,Southbank,3703
16/6/2017,13,Bourke Street Mall (North),3946
16/6/2017,14,Bourke Street Mall (North),3393
16/6/2017,15,Bourke Street Mall (North),3479
16/6/2017,16,Bourke Street Mall (North),3497
16/6/2017,17,Flinders St Station Underpass,4823
16/6/2017,18,Bourke Street Mall (North),3700
16/6/2017,19,Melbourne Central,2735
16/6/2017,20,Melbourne Central,2593
16/6/2017,21,Melbourne Central,2513
17/6/2017,10,Vic Arts Centre,1841
17/6/2017,11,Vic Arts Centre,2616
17/6/2017,12,Bourke Street Mall (North),3318
17/6/2017,13,Vic Arts Centre,4060
17/6/2017,14,Bourke Street Mall (North),3890
17/6/2017,15,Bourke Street Mall (North),3913
17/6/2017,16,Birrarung Marr,4534
17/6/2017,17,Southbank,3718
17/6/2017,18,Southbank,3161
17/6/2017,19,Southbank,3136
17/6/2017,20,Southbank,3013
17/6/2017,21,Southbank,2125
18/6/2017,10,Vic Arts Centre,2048
18/6/2017,11,Vic Arts Centre,2492
18/6/2017,12,Vic Arts Centre,2810
18/6/2017,13,Bourke Street Mall (North),3296
18/6/2017,14,Bourke Street Mall (North),3591
18/6/2017,15,Bourke Street Mall (North),3462
18/6/2017,16,Bourke Street Mall (North),3227
18/6/2017,17,Bourke Street Mall (North),2564
18/6/2017,18,Melbourne Central,2052
18/6/2017,19,Melbourne Central,1844
18/6/2017,20,Melbourne Central,1535
18/6/2017,21,Melbourne Central,1125
19/6/2017,10,Spencer St-Collins St (North),1588
19/6/2017,11,Town Hall (West),1887
19/6/2017,12,Bourke Street Mall (North),3161
19/6/2017,13,Town Hall (West),3361
19/6/2017,14,Town Hall (West),3120
19/6/2017,15,Town Hall (West),3123
19/6/2017,16,Spencer St-Collins St (North),3539
19/6/2017,17,Flinders St Station Underpass,4784
19/6/2017,18,Spencer St-Collins St (North),2651
19/6/2017,19,Melbourne Central,2033
19/6/2017,20,Melbourne Central,1671
19/6/2017,21,Melbourne Central,1251
20/6/2017,10,Spencer St-Collins St (North),1694
20/6/2017,11,Vic Arts Centre,2550
20/6/2017,12,Town Hall (West),4005
20/6/2017,13,Bourke Street Mall (North),3608
20/6/2017,14,Bourke Street Mall (North),2942
20/6/2017,15,Town Hall (West),2814
20/6/2017,16,Spencer St-Collins St (North),3555
20/6/2017,17,Spencer St-Collins St (North),4874
20/6/2017,18,Spencer St-Collins St (North),2935
20/6/2017,19,Melbourne Central,2166
20/6/2017,20,Melbourne Central,1873
20/6/2017,21,Melbourne Central,1396
21/6/2017,10,Vic Arts Centre,1639
21/6/2017,11,Vic Arts Centre,2613
21/6/2017,12,Vic Arts Centre,3428
21/6/2017,13,Bourke Street Mall (North),3406
21/6/2017,14,Town Hall (West),2934
21/6/2017,15,Town Hall (West),2790
21/6/2017,16,Spencer St-Collins St (North),3619
21/6/2017,17,Flinders St Station Underpass,4839
21/6/2017,18,Flinders St Station Underpass,2920
21/6/2017,19,Melbourne Central,2159
21/6/2017,20,Melbourne Central,1884
21/6/2017,21,Melbourne Central,1487
22/6/2017,10,Vic Arts Centre,1707
22/6/2017,11,Town Hall (West),2083
22/6/2017,12,Town Hall (West),3238
22/6/2017,13,Bourke Street Mall (North),3617
22/6/2017,14,Town Hall (West),3158
22/6/2017,15,Bourke Street Mall (North),3092
22/6/2017,16,Spencer St-Collins St (North),3503
22/6/2017,17,Flinders St Station Underpass,4756
22/6/2017,18,Flinders St Station Underpass,3093
22/6/2017,19,Melbourne Central,2148
22/6/2017,20,Melbourne Central,1800
22/6/2017,21,Melbourne Central,1756
23/6/2017,10,Princes Bridge,1914
23/6/2017,11,Vic Arts Centre,2180
23/6/2017,12,Southbank,3881
23/6/2017,13,Bourke Street Mall (North),4205
23/6/2017,14,Bourke Street Mall (North),3400
23/6/2017,15,Bourke Street Mall (North),3486
23/6/2017,16,Bourke Street Mall (North),3499
23/6/2017,17,Flinders St Station Underpass,4511
23/6/2017,18,Bourke Street Mall (North),3556
23/6/2017,19,Bourke Street Mall (North),2638
23/6/2017,20,Melbourne Central,2482
23/6/2017,21,Melbourne Central,2695
24/6/2017,10,Vic Arts Centre,1859
24/6/2017,11,Vic Arts Centre,2810
24/6/2017,12,Vic Arts Centre,3367
24/6/2017,13,Bourke Street Mall (North),3652
24/6/2017,14,Bourke Street Mall (North),3817
24/6/2017,15,Bourke Street Mall (North),4187
24/6/2017,16,Bourke Street Mall (North),4123
24/6/2017,17,Bourke Street Mall (North),3395
24/6/2017,18,Southbank,3085
24/6/2017,19,Melbourne Central,2767
24/6/2017,20,Melbourne Central,2589
24/6/2017,21,Melbourne Central,2095
25/6/2017,10,Vic Arts Centre,2187
25/6/2017,11,Vic Arts Centre,2707
25/6/2017,12,Bourke Street Mall (North),2958
25/6/2017,13,Bourke Street Mall (North),3494
25/6/2017,14,Bourke Street Mall (North),3481
25/6/2017,15,Bourke Street Mall (North),3716
25/6/2017,16,Bourke Street Mall (North),3463
25/6/2017,17,Bourke Street Mall (North),2943
25/6/2017,18,Birrarung Marr,3690
25/6/2017,19,Melbourne Central,1953
25/6/2017,20,Melbourne Central,1607
25/6/2017,21,Melbourne Central,1017
26/6/2017,10,Vic Arts Centre,2217
26/6/2017,11,Vic Arts Centre,2330
26/6/2017,12,Southbank,3251
26/6/2017,13,Bourke Street Mall (North),3698
26/6/2017,14,Town Hall (West),2994
26/6/2017,15,Bourke Street Mall (North),3081
26/6/2017,16,Spencer St-Collins St (North),3471
26/6/2017,17,Flinders St Station Underpass,5185
26/6/2017,18,Flinders St Station Underpass,2852
26/6/2017,19,Melbourne Central,2093
26/6/2017,20,Melbourne Central,1715
26/6/2017,21,Melbourne Central,1290
27/6/2017,10,Vic Arts Centre,2021
27/6/2017,11,Vic Arts Centre,3174
27/6/2017,12,Bourke Street Mall (North),3255
27/6/2017,13,Bourke Street Mall (North),3733
27/6/2017,14,Bourke Street Mall (North),3071
27/6/2017,15,Bourke Street Mall (North),2953
27/6/2017,16,Spencer St-Collins St (North),3457
27/6/2017,17,Flinders St Station Underpass,4878
27/6/2017,18,Southbank,2990
27/6/2017,19,Vic Arts Centre,2181
27/6/2017,20,Melbourne Central,1792
27/6/2017,21,Melbourne Central,1343
28/6/2017,10,Vic Arts Centre,2025
28/6/2017,11,Vic Arts Centre,2296
28/6/2017,12,Bourke Street Mall (North),3470
28/6/2017,13,Bourke Street Mall (North),3871
28/6/2017,14,Bourke Street Mall (North),3118
28/6/2017,15,Bourke Street Mall (North),3014
28/6/2017,16,Spencer St-Collins St (North),3540
28/6/2017,17,Flinders St Station Underpass,4980
28/6/2017,18,Southbank,2912
28/6/2017,19,Melbourne Central,2444
28/6/2017,20,Melbourne Central,2058
28/6/2017,21,Melbourne Central,1579
29/6/2017,10,Vic Arts Centre,1989
29/6/2017,11,Vic Arts Centre,2434
29/6/2017,12,Bourke Street Mall (North),3291
29/6/2017,13,Bourke Street Mall (North),3727
29/6/2017,14,Town Hall (West),3173
29/6/2017,15,Bourke Street Mall (North),3040
29/6/2017,16,Spencer St-Collins St (North),3680
29/6/2017,17,Spencer St-Collins St (North),4832
29/6/2017,18,Spencer St-Collins St (North),2826
29/6/2017,19,Bourke Street Mall (North),1890
29/6/2017,20,Melbourne Central,1590
29/6/2017,21,Melbourne Central,1527
30/6/2017,10,Vic Arts Centre,1939
30/6/2017,11,Vic Arts Centre,2456
30/6/2017,12,Bourke Street Mall (North),3670
30/6/2017,13,Bourke Street Mall (North),4177
30/6/2017,14,Town Hall (West),3444
30/6/2017,15,Bourke Street Mall (North),3619
30/6/2017,16,Bourke Street Mall (North),3682
30/6/2017,17,Flinders St Station Underpass,4762
30/6/2017,18,Southbank,4138
30/6/2017,19,New Quay,4170
30/6/2017,20,New Quay,4054
30/6/2017,21,Melbourne Central,2557
1/7/2017,10,Vic Arts Centre,2094
1/7/2017,11,Southbank,2812
1/7/2017,12,Southbank,3456
1/7/2017,13,Bourke Street Mall (North),3772
1/7/2017,14,Bourke Street Mall (North),3722
1/7/2017,15,Southbank,3976
1/7/2017,16,Bourke Street Mall (North),4073
1/7/2017,17,Southbank,4164
1/7/2017,18,New Quay,4850
1/7/2017,19,New Quay,3712
1/7/2017,20,New Quay,4090
1/7/2017,21,Melbourne Central,2061
2/7/2017,10,Vic Arts Centre,2344
2/7/2017,11,Vic Arts Centre,2758
2/7/2017,12,Southbank,3478
2/7/2017,13,Southbank,3782
2/7/2017,14,Southbank,4230
2/7/2017,15,Southbank,3890
2/7/2017,16,Bourke Street Mall (North),3587
2/7/2017,17,Bourke Street Mall (North),3079
2/7/2017,18,New Quay,3962
2/7/2017,19,New Quay,4135
2/7/2017,20,New Quay,3441
2/7/2017,21,Melbourne Central,1271
3/7/2017,10,Vic Arts Centre,2947
3/7/2017,11,Vic Arts Centre,2946
3/7/2017,12,Bourke Street Mall (North),3602
3/7/2017,13,Town Hall (West),3812
3/7/2017,14,Town Hall (West),3212
3/7/2017,15,Bourke Street Mall (North),3084
3/7/2017,16,Spencer St-Collins St (North),3430
3/7/2017,17,Spencer St-Collins St (North),4878
3/7/2017,18,Flinders St-Elizabeth St (East),2813
3/7/2017,19,Melbourne Central,2082
3/7/2017,20,Melbourne Central,1664
3/7/2017,21,Convention/Exhibition Centre,1697
4/7/2017,10,Vic Arts Centre,2442
4/7/2017,11,Vic Arts Centre,3080
4/7/2017,12,Southbank,3890
4/7/2017,13,Town Hall (West),4103
4/7/2017,14,Town Hall (West),3592
4/7/2017,15,Town Hall (West),3613
4/7/2017,16,Spencer St-Collins St (North),3691
4/7/2017,17,Flinders St Station Underpass,4905
4/7/2017,18,Southbank,3330
4/7/2017,19,Melbourne Central,2267
4/7/2017,20,Melbourne Central,1879
4/7/2017,21,Melbourne Central,1284
5/7/2017,10,Vic Arts Centre,2663
5/7/2017,11,Vic Arts Centre,3248
5/7/2017,12,Town Hall (West),3871
5/7/2017,13,Town Hall (West),4260
5/7/2017,14,Town Hall (West),3735
5/7/2017,15,Town Hall (West),3620
5/7/2017,16,Spencer St-Collins St (North),3590
5/7/2017,17,Flinders St Station Underpass,5129
5/7/2017,18,Flinders St-Elizabeth St (East),3239
5/7/2017,19,Melbourne Central,2489
5/7/2017,20,Melbourne Central,1944
5/7/2017,21,Flinders St-Elizabeth St (East),1541
6/7/2017,10,Vic Arts Centre,2527
6/7/2017,11,Vic Arts Centre,3028
6/7/2017,12,Southbank,4456
6/7/2017,13,Southbank,4333
6/7/2017,14,Town Hall (West),3739
6/7/2017,15,Bourke Street Mall (North),3626
6/7/2017,16,Town Hall (West),3611
6/7/2017,17,Flinders St Station Underpass,5162
6/7/2017,18,Flinders St Station Underpass,3533
6/7/2017,19,Southbank,2300
6/7/2017,20,Melbourne Central,1864
6/7/2017,21,Melbourne Central,1785
7/7/2017,10,Vic Arts Centre,2559
7/7/2017,11,Vic Arts Centre,2918
7/7/2017,12,Southbank,4333
7/7/2017,13,Town Hall (West),5360
7/7/2017,14,Town Hall (West),4555
7/7/2017,15,Town Hall (West),4048
7/7/2017,16,Town Hall (West),3953
7/7/2017,17,Southbank,5300
7/7/2017,18,Southbank,4408
7/7/2017,19,Southbank,3382
7/7/2017,20,Southbank,2565
7/7/2017,21,Southbank,2447
8/7/2017,10,Southbank,1936
8/7/2017,11,Southbank,2683
8/7/2017,12,Southbank,3736
8/7/2017,13,Birrarung Marr,4192
8/7/2017,14,Bourke Street Mall (North),3849
8/7/2017,15,Bourke Street Mall (North),3840
8/7/2017,16,Bourke Street Mall (North),3927
8/7/2017,17,Birrarung Marr,5155
8/7/2017,18,Southbank,4002
8/7/2017,19,Southbank,3544
8/7/2017,20,Southbank,2729
8/7/2017,21,Southbank,2613
9/7/2017,10,Vic Arts Centre,2502
9/7/2017,11,Vic Arts Centre,2973
9/7/2017,12,Southbank,3841
9/7/2017,13,Southbank,3855
9/7/2017,14,Southbank,4305
9/7/2017,15,Southbank,3960
9/7/2017,16,Bourke Street Mall (North),3482
9/7/2017,17,Southbank,3225
9/7/2017,18,Southbank,3335
9/7/2017,19,Southbank,2343
9/7/2017,20,Southbank,1846
9/7/2017,21,Southbank,1242
10/7/2017,10,Vic Arts Centre,2339
10/7/2017,11,Vic Arts Centre,2707
10/7/2017,12,Southbank,4048
10/7/2017,13,Town Hall (West),4144
10/7/2017,14,Town Hall (West),3735
10/7/2017,15,Town Hall (West),3477
10/7/2017,16,Spencer St-Collins St (North),3539
10/7/2017,17,Flinders St Station Underpass,5000
10/7/2017,18,Southbank,3255
10/7/2017,19,Melbourne Central,2191
10/7/2017,20,Melbourne Central,1754
10/7/2017,21,Melbourne Central,1206
11/7/2017,10,Vic Arts Centre,2162
11/7/2017,11,Southbank,2535
11/7/2017,12,Southbank,3979
11/7/2017,13,Southbank,4321
11/7/2017,14,Bourke Street Mall (North),3644
11/7/2017,15,Town Hall (West),3598
11/7/2017,16,Spencer St-Collins St (North),3568
11/7/2017,17,Flinders St Station Underpass,5159
11/7/2017,18,Southbank,3804
11/7/2017,19,Melbourne Central,2450
11/7/2017,20,Melbourne Central,2258
11/7/2017,21,Melbourne Central,1564
12/7/2017,10,Vic Arts Centre,2107
12/7/2017,11,Town Hall (West),2508
12/7/2017,12,Southbank,4238
12/7/2017,13,Southbank,4324
12/7/2017,14,Southbank,3653
12/7/2017,15,Bourke Street Mall (North),3575
12/7/2017,16,Spencer St-Collins St (North),3663
12/7/2017,17,Flinders St Station Underpass,5012
12/7/2017,18,Southbank,3392
12/7/2017,19,Melbourne Central,2572
12/7/2017,20,Melbourne Central,2266
12/7/2017,21,Melbourne Central,1602
13/7/2017,10,Spencer St-Collins St (North),1767
13/7/2017,11,Town Hall (West),2510
13/7/2017,12,Southbank,3489
13/7/2017,13,Town Hall (West),3920
13/7/2017,14,Bourke Street Mall (North),3396
13/7/2017,15,Town Hall (West),3263
13/7/2017,16,Spencer St-Collins St (North),4314
13/7/2017,17,Spencer St-Collins St (North),4968
13/7/2017,18,Town Hall (West),3504
13/7/2017,19,Town Hall (West),2206
13/7/2017,20,Melbourne Central,1959
13/7/2017,21,Melbourne Central,1653
14/7/2017,10,Spencer St-Collins St (North),1830
14/7/2017,11,Town Hall (West),2256
14/7/2017,12,Southbank,3985
14/7/2017,13,Bourke Street Mall (North),4126
14/7/2017,14,Town Hall (West),3675
14/7/2017,15,Bourke Street Mall (North),3536
14/7/2017,16,Spencer St-Collins St (North),3667
14/7/2017,17,Flinders St Station Underpass,4861
14/7/2017,18,Southbank,3501
14/7/2017,19,Southbank,2661
14/7/2017,20,Melbourne Central,2225
14/7/2017,21,Melbourne Central,2318
15/7/2017,10,Southbank,2024
15/7/2017,11,Southbank,2903
15/7/2017,12,Southbank,3763
15/7/2017,13,Bourke Street Mall (North),3694
15/7/2017,14,Bourke Street Mall (North),3777
15/7/2017,15,Bourke Street Mall (North),3875
15/7/2017,16,Birrarung Marr,5527
15/7/2017,17,Southbank,4562
15/7/2017,18,Southbank,3855
15/7/2017,19,Southbank,3356
15/7/2017,20,Southbank,2664
15/7/2017,21,Southbank,2240
16/7/2017,10,Southbank,1539
16/7/2017,11,Bourke Street Mall (North),2124
16/7/2017,12,Bourke Street Mall (North),2763
16/7/2017,13,Bourke Street Mall (North),3211
16/7/2017,14,Bourke Street Mall (North),3391
16/7/2017,15,Bourke Street Mall (North),3334
16/7/2017,16,Bourke Street Mall (North),3479
16/7/2017,17,Bourke Street Mall (North),2537
16/7/2017,18,Birrarung Marr,2721
16/7/2017,19,Melbourne Central,2071
16/7/2017,20,Melbourne Central,1437
16/7/2017,21,Melbourne Central,1037
17/7/2017,10,Spencer St-Collins St (North),1540
17/7/2017,11,Town Hall (West),2075
17/7/2017,12,Bourke Street Mall (North),3130
17/7/2017,13,Town Hall (West),3464
17/7/2017,14,Town Hall (West),2928
17/7/2017,15,Bourke Street Mall (North),2868
17/7/2017,16,Spencer St-Collins St (North),3376
17/7/2017,17,Flinders St Station Underpass,4880
17/7/2017,18,Spencer St-Collins St (North),2897
17/7/2017,19,Melbourne Central,2081
17/7/2017,20,Melbourne Central,1550
17/7/2017,21,Melbourne Central,1080
18/7/2017,10,Spencer St-Collins St (North),1684
18/7/2017,11,Town Hall (West),1897
18/7/2017,12,Bourke Street Mall (North),2987
18/7/2017,13,Bourke Street Mall (North),3106
18/7/2017,14,Bourke Street Mall (North),2765
18/7/2017,15,Town Hall (West),2687
18/7/2017,16,Spencer St-Collins St (North),3686
18/7/2017,17,Spencer St-Collins St (North),4810
18/7/2017,18,Southbank,2965
18/7/2017,19,Melbourne Central,2214
18/7/2017,20,Melbourne Central,1781
18/7/2017,21,Melbourne Central,1334
19/7/2017,10,Spencer St-Collins St (North),1771
19/7/2017,11,Town Hall (West),1822
19/7/2017,12,Town Hall (West),2933
19/7/2017,13,Bourke Street Mall (North),3228
19/7/2017,14,Bourke Street Mall (North),2755
19/7/2017,15,Town Hall (West),2821
19/7/2017,16,Spencer St-Collins St (North),3758
19/7/2017,17,Flinders St Station Underpass,4739
19/7/2017,18,Spencer St-Collins St (North),2844
19/7/2017,19,Melbourne Central,2622
19/7/2017,20,Melbourne Central,2013
19/7/2017,21,Melbourne Central,1406
20/7/2017,10,Spencer St-Collins St (North),1621
20/7/2017,11,Town Hall (West),1928
20/7/2017,12,Bourke Street Mall (North),2527
20/7/2017,13,Bourke Street Mall (North),2691
20/7/2017,14,Bourke Street Mall (North),2672
20/7/2017,15,Bourke Street Mall (North),2801
20/7/2017,16,Spencer St-Collins St (North),3576
20/7/2017,17,Flinders St Station Underpass,4752
20/7/2017,18,Flinders St Station Underpass,2973
20/7/2017,19,Town Hall (West),2198
20/7/2017,20,Melbourne Central,1849
20/7/2017,21,Melbourne Central,1465
21/7/2017,10,Spencer St-Collins St (North),1741
21/7/2017,11,Town Hall (West),2136
21/7/2017,12,Southbank,3818
21/7/2017,13,Bourke Street Mall (North),3849
21/7/2017,14,Bourke Street Mall (North),3395
21/7/2017,15,Bourke Street Mall (North),3414
21/7/2017,16,Bourke Street Mall (North),3461
21/7/2017,17,Flinders St Station Underpass,4931
21/7/2017,18,Southbank,3762
21/7/2017,19,Vic Arts Centre,2700
21/7/2017,20,Melbourne Central,2312
21/7/2017,21,Melbourne Central,2204
22/7/2017,10,Bourke Street Mall (North),1516
22/7/2017,11,Bourke Street Mall (North),2450
22/7/2017,12,Bourke Street Mall (North),3108
22/7/2017,13,Bourke Street Mall (North),3428
22/7/2017,14,Bourke Street Mall (North),3679
22/7/2017,15,Bourke Street Mall (North),3414
22/7/2017,16,Bourke Street Mall (North),3712
22/7/2017,17,Bourke Street Mall (North),3359
22/7/2017,18,Southbank,2686
22/7/2017,19,Melbourne Central,2758
22/7/2017,20,Melbourne Central,2286
22/7/2017,21,Melbourne Central,1952
23/7/2017,10,Southbank,1438
23/7/2017,11,Bourke Street Mall (North),2070
23/7/2017,12,Bourke Street Mall (North),2759
23/7/2017,13,Bourke Street Mall (North),2987
23/7/2017,14,Bourke Street Mall (North),3398
23/7/2017,15,Bourke Street Mall (North),2901
23/7/2017,16,Bourke Street Mall (North),2822
23/7/2017,17,Bourke Street Mall (North),2436
23/7/2017,18,Melbourne Central,2097
23/7/2017,19,Melbourne Central,1801
23/7/2017,20,Melbourne Central,1482
23/7/2017,21,Melbourne Central,1169
24/7/2017,10,Town Hall (West),1632
24/7/2017,11,Town Hall (West),2469
24/7/2017,12,Bourke Street Mall (North),3294
24/7/2017,13,Town Hall (West),3523
24/7/2017,14,Town Hall (West),3158
24/7/2017,15,Bourke Street Mall (North),2839
24/7/2017,16,Spencer St-Collins St (North),3523
24/7/2017,17,Spencer St-Collins St (North),4898
24/7/2017,18,Flinders St Station Underpass,3237
24/7/2017,19,Melbourne Central,2072
24/7/2017,20,Melbourne Central,1660
24/7/2017,21,Melbourne Central,1249
25/7/2017,10,Spencer St-Collins St (North),1670
25/7/2017,11,Town Hall (West),1905
25/7/2017,12,Bourke Street Mall (North),3194
25/7/2017,13,Bourke Street Mall (North),3468
25/7/2017,14,Bourke Street Mall (North),2916
25/7/2017,15,Town Hall (West),2714
25/7/2017,16,Spencer St-Collins St (North),3538
25/7/2017,17,Flinders St Station Underpass,4903
25/7/2017,18,Spencer St-Collins St (North),2953
25/7/2017,19,Melbourne Central,2158
25/7/2017,20,Melbourne Central,1861
25/7/2017,21,Melbourne Central,1333
26/7/2017,10,Spencer St-Collins St (North),1858
26/7/2017,11,Town Hall (West),2134
26/7/2017,12,Town Hall (West),3162
26/7/2017,13,Bourke Street Mall (North),3357
26/7/2017,14,Town Hall (West),2903
26/7/2017,15,Town Hall (West),2886
26/7/2017,16,Spencer St-Collins St (North),3629
26/7/2017,17,Spencer St-Collins St (North),4825
26/7/2017,18,Spencer St-Collins St (North),2922
26/7/2017,19,Melbourne Central,2380
26/7/2017,20,Melbourne Central,1953
26/7/2017,21,Melbourne Central,1450
27/7/2017,10,Spencer St-Collins St (North),1654
27/7/2017,11,Bourke Street Mall (North),2115
27/7/2017,12,Bourke Street Mall (North),3164
27/7/2017,13,Bourke Street Mall (North),3423
27/7/2017,14,Bourke Street Mall (North),3088
27/7/2017,15,Bourke Street Mall (North),2996
27/7/2017,16,Spencer St-Collins St (North),3737
27/7/2017,17,Flinders St Station Underpass,4936
27/7/2017,18,Southbank,2922
27/7/2017,19,Melbourne Central,2192
27/7/2017,20,Melbourne Central,1624
27/7/2017,21,Melbourne Central,1731
28/7/2017,10,Spencer St-Collins St (North),1703
28/7/2017,11,Town Hall (West),2229
28/7/2017,12,Town Hall (West),3434
28/7/2017,13,Bourke Street Mall (North),3953
28/7/2017,14,Bourke Street Mall (North),3224
28/7/2017,15,Bourke Street Mall (North),3472
28/7/2017,16,Bourke Street Mall (North),3688
28/7/2017,17,Vic Arts Centre,6171
28/7/2017,18,Vic Arts Centre,4811
28/7/2017,19,Melbourne Central,3512
28/7/2017,20,Melbourne Central,2703
28/7/2017,21,Melbourne Central,2663
29/7/2017,10,Town Hall (West),1697
29/7/2017,11,Bourke Street Mall (North),2518
29/7/2017,12,Bourke Street Mall (North),3567
29/7/2017,13,Bourke Street Mall (North),4192
29/7/2017,14,Bourke Street Mall (North),4138
29/7/2017,15,Bourke Street Mall (North),4083
29/7/2017,16,Bourke Street Mall (North),3977
29/7/2017,17,Bourke Street Mall (North),3498
29/7/2017,18,Southbank,3101
29/7/2017,19,Melbourne Central,2807
29/7/2017,20,Melbourne Central,2410
29/7/2017,21,Southbank,2119
30/7/2017,10,Birrarung Marr,7654
30/7/2017,11,Birrarung Marr,5972
30/7/2017,12,Birrarung Marr,3903
30/7/2017,13,Bourke Street Mall (North),3178
30/7/2017,14,Bourke Street Mall (North),3421
30/7/2017,15,Bourke Street Mall (North),3385
30/7/2017,16,Bourke Street Mall (North),3566
30/7/2017,17,Bourke Street Mall (North),2847
30/7/2017,18,Birrarung Marr,2983
30/7/2017,19,Melbourne Central,2184
30/7/2017,20,Melbourne Central,1729
30/7/2017,21,Melbourne Central,1200
31/7/2017,10,Spencer St-Collins St (North),1646
31/7/2017,11,Bourke Street Mall (North),2028
31/7/2017,12,Southbank,3236
31/7/2017,13,Bourke Street Mall (North),3482
31/7/2017,14,Town Hall (West),2777
31/7/2017,15,Town Hall (West),2858
31/7/2017,16,Spencer St-Collins St (North),3479
31/7/2017,17,Flinders St Station Underpass,4871
31/7/2017,18,Flinders St Station Underpass,2913
31/7/2017,19,Melbourne Central,2290
31/7/2017,20,Melbourne Central,1751
31/7/2017,21,Vic Arts Centre,1415
1/8/2017,10,Town Hall (West),1557
1/8/2017,11,Town Hall (West),1971
1/8/2017,12,Southbank,3315
1/8/2017,13,Southbank,3276
1/8/2017,14,Bourke Street Mall (North),2692
1/8/2017,15,Bourke Street Mall (North),2751
1/8/2017,16,Spencer St-Collins St (North),3518
1/8/2017,17,Flinders St Station Underpass,4904
1/8/2017,18,Flinders St Station Underpass,3181
1/8/2017,19,Melbourne Central,2275
1/8/2017,20,Melbourne Central,2101
1/8/2017,21,Melbourne Central,1383
2/8/2017,10,Spencer St-Collins St (North),1646
2/8/2017,11,Town Hall (West),1874
2/8/2017,12,Bourke Street Mall (North),2912
2/8/2017,13,Bourke Street Mall (North),3309
2/8/2017,14,Town Hall (West),2815
2/8/2017,15,Town Hall (West),3004
2/8/2017,16,Spencer St-Collins St (North),3871
2/8/2017,17,Flinders St Station Underpass,5552
2/8/2017,18,Flinders St Station Underpass,3320
2/8/2017,19,Melbourne Central,2318
2/8/2017,20,Melbourne Central,2163
2/8/2017,21,Melbourne Central,1704
3/8/2017,10,Spencer St-Collins St (North),1669
3/8/2017,11,Town Hall (West),1849
3/8/2017,12,Town Hall (West),2851
3/8/2017,13,Town Hall (West),2989
3/8/2017,14,Town Hall (West),2701
3/8/2017,15,Town Hall (West),2648
3/8/2017,16,Spencer St-Collins St (North),3604
3/8/2017,17,Spencer St-Collins St (North),4936
3/8/2017,18,Spencer St-Collins St (North),2864
3/8/2017,19,Melbourne Central,1694
3/8/2017,20,Melbourne Central,1476
3/8/2017,21,Melbourne Central,1397
4/8/2017,10,Spencer St-Collins St (North),1712
4/8/2017,11,Town Hall (West),2277
4/8/2017,12,Bourke Street Mall (North),3527
4/8/2017,13,Bourke Street Mall (North),3783
4/8/2017,14,Town Hall (West),3152
4/8/2017,15,Bourke Street Mall (North),3264
