Date,Hour,Street,Average
22/11/2017,17,Flinders St Station Underpass,5565
22/11/2017,18,Birrarung Marr,4242
22/11/2017,19,Birrarung Marr,4030
22/11/2017,20,Birrarung Marr,3636
22/11/2017,21,Birrarung Marr,3028
23/11/2017,10,Flinders St-Elizabeth St (East),1984
23/11/2017,11,Town Hall (West),2200
23/11/2017,12,Bourke Street Mall (South),3525
23/11/2017,13,Bourke Street Mall (South),3912
23/11/2017,14,Town Hall (West),3349
23/11/2017,15,Town Hall (West),3314
23/11/2017,16,Spencer St-Collins St (North),3580
23/11/2017,17,Flinders St Station Underpass,5648
23/11/2017,18,Southbank,3921
23/11/2017,19,Birrarung Marr,4209
23/11/2017,20,Southbank,1969
23/11/2017,21,Melbourne Central,1933
24/11/2017,10,Bourke Street Mall (North),2046
24/11/2017,11,Bourke Street Mall (North),2827
24/11/2017,12,Bourke Street Mall (South),4004
24/11/2017,13,Bourke Street Mall (South),4614
24/11/2017,14,Town Hall (West),3732
24/11/2017,15,Town Hall (West),3511
24/11/2017,16,Town Hall (West),3690
24/11/2017,17,Flinders St Station Underpass,5282
24/11/2017,18,Town Hall (West),5103
24/11/2017,19,Birrarung Marr,4555
24/11/2017,20,Town Hall (West),3696
24/11/2017,21,Melbourne Central,2879
25/11/2017,10,Southbank,1884
25/11/2017,11,Southbank,2477
25/11/2017,12,Bourke Street Mall (South),2961
25/11/2017,13,Town Hall (West),3184
25/11/2017,14,Bourke Street Mall (South),3320
25/11/2017,15,Bourke Street Mall (South),3512
25/11/2017,16,Princes Bridge,3450
25/11/2017,17,Southbank,3503
25/11/2017,18,Southbank,3871
25/11/2017,19,Southbank,4162
25/11/2017,20,Southbank,4088
25/11/2017,21,Southbank,3239
26/11/2017,10,Bourke Street Mall (North),1615
26/11/2017,11,Town Hall (West),2466
26/11/2017,12,Town Hall (West),3067
26/11/2017,13,Town Hall (West),3319
26/11/2017,14,Bourke Street Mall (North),3277
26/11/2017,15,Town Hall (West),3492
26/11/2017,16,Bourke Street Mall (North),3482
26/11/2017,17,Southbank,3189
26/11/2017,18,Southbank,2936
26/11/2017,19,Birrarung Marr,3440
26/11/2017,20,Birrarung Marr,2716
26/11/2017,21,Southbank,1713
27/11/2017,10,Flinders St-Elizabeth St (East),1874
27/11/2017,11,Town Hall (West),2467
27/11/2017,12,Town Hall (West),3563
27/11/2017,13,Bourke Street Mall (South),3895
27/11/2017,14,Town Hall (West),3112
27/11/2017,15,Town Hall (West),3171
27/11/2017,16,Flinders St-Elizabeth St (East),3532
27/11/2017,17,Flinders St Station Underpass,5573
27/11/2017,18,Southbank,3927
27/11/2017,19,Southbank,2783
27/11/2017,20,Southbank,2231
27/11/2017,21,Southbank,1854
28/11/2017,10,Spencer St-Collins St (North),1849
28/11/2017,11,Town Hall (West),2297
28/11/2017,12,Southbank,3909
28/11/2017,13,Bourke Street Mall (North),3753
28/11/2017,14,Bourke Street Mall (North),3227
28/11/2017,15,Town Hall (West),3230
28/11/2017,16,Spencer St-Collins St (North),3674
28/11/2017,17,Flinders St Station Underpass,5926
28/11/2017,18,Southbank,3895
28/11/2017,19,Southbank,2891
28/11/2017,20,Southbank,2592
28/11/2017,21,Southbank,2255
29/11/2017,10,Flinders St-Elizabeth St (East),1873
29/11/2017,11,Bourke Street Mall (North),2244
29/11/2017,12,Bourke Street Mall (North),3295
29/11/2017,13,Bourke Street Mall (North),3265
29/11/2017,14,Town Hall (West),2684
29/11/2017,15,Flinders St-Elizabeth St (East),2536
29/11/2017,16,Spencer St-Collins St (North),3653
29/11/2017,17,Flinders St Station Underpass,5598
29/11/2017,18,Flinders St Station Underpass,3666
29/11/2017,19,Southbank,2545
29/11/2017,20,Southbank,2420
29/11/2017,21,Southbank,2106
30/11/2017,10,Flinders St-Elizabeth St (East),1827
30/11/2017,11,Flinders St-Elizabeth St (East),2183
30/11/2017,12,Southbank,3220
30/11/2017,13,Town Hall (West),3361
30/11/2017,14,Town Hall (West),2712
30/11/2017,15,Town Hall (West),2697
30/11/2017,16,Spencer St-Collins St (North),3448
30/11/2017,17,Flinders St Station Underpass,5592
30/11/2017,18,Southbank,3796
30/11/2017,19,Southbank,2805
30/11/2017,20,Southbank,2462
30/11/2017,21,Southbank,2278
1/12/2017,10,Spencer St-Collins St (North),1696
1/12/2017,11,Town Hall (West),2190
1/12/2017,12,Bourke Street Mall (North),2627
1/12/2017,13,Town Hall (West),2639
1/12/2017,14,Bourke Street Mall (North),2332
1/12/2017,15,Spencer St-Collins St (North),2691
1/12/2017,16,Spencer St-Collins St (North),3068
1/12/2017,17,Flinders St Station Underpass,3007
1/12/2017,18,Southbank,3095
1/12/2017,19,Southbank,2584
1/12/2017,20,Southbank,2162
1/12/2017,21,Princes Bridge,2219
2/12/2017,10,Bourke Street Mall (North),1551
2/12/2017,11,Bourke Street Mall (North),2476
2/12/2017,12,Bourke Street Mall (North),2719
2/12/2017,13,Bourke Street Mall (North),2960
2/12/2017,14,Bourke Street Mall (North),3182
2/12/2017,15,Bourke Street Mall (North),3298
2/12/2017,16,Bourke Street Mall (North),2747
2/12/2017,17,Bourke Street Mall (North),1859
2/12/2017,18,Southbank,1518
2/12/2017,19,Southbank,1208
2/12/2017,20,Melbourne Central,1089
2/12/2017,21,Melbourne Central,959
3/12/2017,10,Bourke Street Mall (North),1499
3/12/2017,11,Bourke Street Mall (North),2229
3/12/2017,12,Bourke Street Mall (North),2772
3/12/2017,13,Bourke Street Mall (North),2629
3/12/2017,14,Bourke Street Mall (North),3029
3/12/2017,15,Bourke Street Mall (North),2998
3/12/2017,16,Town Hall (West),2752
3/12/2017,17,Southbank,2495
3/12/2017,18,Southbank,2263
3/12/2017,19,Melbourne Central,1877
3/12/2017,20,Princes Bridge,1572
3/12/2017,21,Melbourne Central,1217
4/12/2017,10,Spencer St-Collins St (North),1839
4/12/2017,11,Town Hall (West),2228
4/12/2017,12,Bourke Street Mall (North),3328
4/12/2017,13,Town Hall (West),3514
4/12/2017,14,Town Hall (West),2976
4/12/2017,15,Town Hall (West),3136
4/12/2017,16,Spencer St-Collins St (North),3377
4/12/2017,17,Flinders St Station Underpass,4862
4/12/2017,18,Southbank,3199
4/12/2017,19,Flinders St-Elizabeth St (East),2342
4/12/2017,20,Southbank,2030
4/12/2017,21,Southbank,1569
5/12/2017,10,Spencer St-Collins St (North),1897
5/12/2017,11,Town Hall (West),2582
5/12/2017,12,Southbank,3614
5/12/2017,13,Town Hall (West),3952
5/12/2017,14,Town Hall (West),3371
5/12/2017,15,Town Hall (West),3220
5/12/2017,16,Spencer St-Collins St (North),3553
5/12/2017,17,Flinders St Station Underpass,5163
5/12/2017,18,Southbank,3827
5/12/2017,19,Southbank,2831
5/12/2017,20,Southbank,2091
5/12/2017,21,Southbank,1918
6/12/2017,10,Town Hall (West),2062
6/12/2017,11,Town Hall (West),2684
6/12/2017,12,Bourke Street Mall (North),3837
6/12/2017,13,Bourke Street Mall (South),4157
6/12/2017,14,Town Hall (West),3512
6/12/2017,15,Town Hall (West),3584
6/12/2017,16,Town Hall (West),3675
6/12/2017,17,Flinders St Station Underpass,5907
6/12/2017,18,Southbank,4320
6/12/2017,19,Southbank,2749
6/12/2017,20,Southbank,2453
6/12/2017,21,Southbank,2333
7/12/2017,10,Town Hall (West),2029
7/12/2017,11,Town Hall (West),2612
7/12/2017,12,Southbank,4061
7/12/2017,13,Bourke Street Mall (South),4149
7/12/2017,14,Town Hall (West),3323
7/12/2017,15,Town Hall (West),3367
7/12/2017,16,Spencer St-Collins St (North),3761
7/12/2017,17,Flinders St Station Underpass,5358
7/12/2017,18,Flinders St Station Underpass,3430
7/12/2017,19,Flinders St Station Underpass,1853
7/12/2017,20,Flinders St Station Underpass,1319
7/12/2017,21,Melbourne Central,1378
8/12/2017,10,Flinders St-Elizabeth St (East),2032
8/12/2017,11,Bourke Street Mall (North),2707
8/12/2017,12,Southbank,4155
8/12/2017,13,Bourke Street Mall (South),4053
8/12/2017,14,Town Hall (West),3681
8/12/2017,15,Town Hall (West),3479
8/12/2017,16,Flinders St Station Underpass,4165
8/12/2017,17,Flinders St Station Underpass,5550
8/12/2017,18,Southbank,5752
8/12/2017,19,Southbank,4508
8/12/2017,20,Southbank,3772
8/12/2017,21,Southbank,3481
9/12/2017,10,Town Hall (West),1995
9/12/2017,11,Bourke Street Mall (South),2877
9/12/2017,12,Town Hall (West),3406
9/12/2017,13,Town Hall (West),3737
9/12/2017,14,Bourke Street Mall (South),3970
9/12/2017,15,Bourke Street Mall (South),4113
9/12/2017,16,Bourke Street Mall (South),3997
9/12/2017,17,Southbank,3925
9/12/2017,18,Southbank,4586
9/12/2017,19,Southbank,4671
9/12/2017,20,Southbank,4644
9/12/2017,21,Southbank,4147
10/12/2017,10,Southbank,1834
10/12/2017,11,Bourke Street Mall (South),2753
10/12/2017,12,Bourke Street Mall (North),3648
10/12/2017,13,Bourke Street Mall (North),3716
10/12/2017,14,Southbank,4204
10/12/2017,15,Bourke Street Mall (South),4285
10/12/2017,16,Southbank,3787
10/12/2017,17,Southbank,3521
10/12/2017,18,Southbank,3033
10/12/2017,19,Southbank,3063
10/12/2017,20,Southbank,2903
10/12/2017,21,Southbank,2265
11/12/2017,10,Princes Bridge,2717
11/12/2017,11,Town Hall (West),2927
11/12/2017,12,Southbank,4182
11/12/2017,13,Bourke Street Mall (South),4658
11/12/2017,14,Town Hall (West),3623
11/12/2017,15,Town Hall (West),3624
11/12/2017,16,Spencer St-Collins St (North),3643
11/12/2017,17,Flinders St Station Underpass,5613
11/12/2017,18,Flinders St-Elizabeth St (East),3637
11/12/2017,19,Southbank,2843
11/12/2017,20,Southbank,2396
11/12/2017,21,Southbank,2197
12/12/2017,10,Town Hall (West),1979
12/12/2017,11,Town Hall (West),2773
12/12/2017,12,Bourke Street Mall (North),4091
12/12/2017,13,Bourke Street Mall (South),4363
12/12/2017,14,Town Hall (West),3651
12/12/2017,15,Town Hall (West),3343
12/12/2017,16,Spencer St-Collins St (North),3662
12/12/2017,17,Flinders St Station Underpass,5853
12/12/2017,18,Southbank,4261
12/12/2017,19,Southbank,3210
12/12/2017,20,Southbank,2970
12/12/2017,21,Southbank,2584
13/12/2017,10,State Library,2634
13/12/2017,11,Town Hall (West),3130
13/12/2017,12,Bourke Street Mall (North),3782
13/12/2017,13,Bourke Street Mall (North),3771
13/12/2017,14,Town Hall (West),3109
13/12/2017,15,Town Hall (West),2919
13/12/2017,16,Spencer St-Collins St (North),3609
13/12/2017,17,Flinders St Station Underpass,5358
13/12/2017,18,Southbank,3931
13/12/2017,19,Southbank,2892
13/12/2017,20,Southbank,2791
13/12/2017,21,Southbank,2706
14/12/2017,10,Town Hall (West),2271
14/12/2017,11,Town Hall (West),2877
14/12/2017,12,Southbank,4271
14/12/2017,13,Bourke Street Mall (South),4171
14/12/2017,14,Town Hall (West),3674
14/12/2017,15,Town Hall (West),3407
14/12/2017,16,Flinders St Station Underpass,3725
14/12/2017,17,Flinders St Station Underpass,5776
14/12/2017,18,Southbank,4339
14/12/2017,19,Southbank,3270
14/12/2017,20,Southbank,2568
14/12/2017,21,Southbank,2462
15/12/2017,10,Town Hall (West),2257
15/12/2017,11,Town Hall (West),3004
15/12/2017,12,Southbank,5280
15/12/2017,13,Southbank,4574
15/12/2017,14,Town Hall (West),3871
15/12/2017,15,Town Hall (West),3694
15/12/2017,16,Southbank,4253
15/12/2017,17,Southbank,6034
15/12/2017,18,Southbank,5275
15/12/2017,19,Southbank,4529
15/12/2017,20,Southbank,4603
15/12/2017,21,Southbank,4130
16/12/2017,10,Town Hall (West),1960
16/12/2017,11,Bourke Street Mall (North),3027
16/12/2017,12,Bourke Street Mall (North),3538
16/12/2017,13,Bourke Street Mall (North),3818
16/12/2017,14,Bourke Street Mall (North),4006
16/12/2017,15,Bourke Street Mall (South),4004
16/12/2017,16,Bourke Street Mall (South),3948
16/12/2017,17,Southbank,4473
16/12/2017,18,Southbank,5122
16/12/2017,19,Southbank,4983
16/12/2017,20,Southbank,4840
16/12/2017,21,Southbank,4652
17/12/2017,10,Vic Arts Centre,1998
17/12/2017,11,Bourke Street Mall (South),2925
17/12/2017,12,Bourke Street Mall (South),3466
17/12/2017,13,Southbank,3699
17/12/2017,14,Southbank,3824
17/12/2017,15,Southbank,3921
17/12/2017,16,Southbank,3676
17/12/2017,17,Southbank,3557
17/12/2017,18,Southbank,3412
17/12/2017,19,Southbank,3394
17/12/2017,20,Southbank,3229
17/12/2017,21,Southbank,2920
18/12/2017,10,Town Hall (West),2180
18/12/2017,11,Bourke Street Mall (North),3006
18/12/2017,12,Bourke Street Mall (South),4296
18/12/2017,13,Bourke Street Mall (South),4426
18/12/2017,14,Town Hall (West),3676
18/12/2017,15,Town Hall (West),3555
18/12/2017,16,Town Hall (West),3376
18/12/2017,17,Flinders St Station Underpass,5383
18/12/2017,18,Southbank,3624
18/12/2017,19,Southbank,2806
18/12/2017,20,Southbank,2722
18/12/2017,21,Southbank,2320
19/12/2017,10,Town Hall (West),2096
19/12/2017,11,Town Hall (West),2901
19/12/2017,12,Bourke Street Mall (South),4088
19/12/2017,13,Bourke Street Mall (South),4240
19/12/2017,14,Town Hall (West),3565
19/12/2017,15,Town Hall (West),3111
19/12/2017,16,Flinders St Station Underpass,3658
19/12/2017,17,Flinders St Station Underpass,5017
19/12/2017,18,Southbank,3532
19/12/2017,19,Southbank,2548
19/12/2017,20,Spencer St-Collins St (South),1381
19/12/2017,21,Southbank,1576
20/12/2017,10,Town Hall (West),2220
20/12/2017,11,Town Hall (West),3230
20/12/2017,12,Southbank,4523
20/12/2017,13,Bourke Street Mall (South),4858
20/12/2017,14,Town Hall (West),4073
20/12/2017,15,Town Hall (West),3910
20/12/2017,16,Southbank,3664
20/12/2017,17,Flinders St Station Underpass,5295
20/12/2017,18,Southbank,3629
20/12/2017,19,Southbank,2788
20/12/2017,20,Southbank,2652
20/12/2017,21,Southbank,2445
21/12/2017,10,Town Hall (West),2253
21/12/2017,11,Town Hall (West),3128
21/12/2017,12,Bourke Street Mall (South),4662
21/12/2017,13,Bourke Street Mall (South),5139
21/12/2017,14,Bourke Street Mall (South),4080
21/12/2017,15,Town Hall (West),3911
21/12/2017,16,Flinders St Station Underpass,3939
21/12/2017,17,Princes Bridge,5989
21/12/2017,18,Princes Bridge,4580
21/12/2017,19,Southbank,3236
21/12/2017,20,Town Hall (West),2877
21/12/2017,21,Town Hall (West),2878
22/12/2017,10,Flinders St-Elizabeth St (East),2371
22/12/2017,11,Bourke Street Mall (North),2946
22/12/2017,12,Southbank,4516
22/12/2017,13,Bourke Street Mall (North),4305
22/12/2017,14,Town Hall (West),4384
22/12/2017,15,Bourke Street Mall (South),4393
22/12/2017,16,Southbank,4450
22/12/2017,17,Southbank,4594
22/12/2017,18,Southbank,4359
22/12/2017,19,Southbank,4372
22/12/2017,20,Southbank,4287
22/12/2017,21,Southbank,3962
23/12/2017,10,Bourke Street Mall (South),1865
23/12/2017,11,Bourke Street Mall (North),2695
23/12/2017,12,Bourke Street Mall (North),3269
23/12/2017,13,Bourke Street Mall (South),3852
23/12/2017,14,Bourke Street Mall (South),3932
23/12/2017,15,Bourke Street Mall (South),3952
23/12/2017,16,Bourke Street Mall (South),3720
23/12/2017,17,Southbank,3659
23/12/2017,18,Southbank,3788
23/12/2017,19,Southbank,3542
23/12/2017,20,Southbank,3272
23/12/2017,21,Southbank,3463
24/12/2017,10,Southbank,1864
24/12/2017,11,Bourke Street Mall (South),2404
24/12/2017,12,Bourke Street Mall (South),3303
24/12/2017,13,Bourke Street Mall (North),3690
24/12/2017,14,Bourke Street Mall (South),3871
24/12/2017,15,Bourke Street Mall (South),3967
24/12/2017,16,Bourke Street Mall (South),3872
24/12/2017,17,Southbank,3538
24/12/2017,18,Southbank,3740
24/12/2017,19,Southbank,3878
24/12/2017,20,Southbank,3832
24/12/2017,21,Southbank,4053
25/12/2017,10,Southbank,1273
25/12/2017,11,Southbank,2600
25/12/2017,12,Southbank,2804
25/12/2017,13,Southbank,3144
25/12/2017,14,Southbank,3623
25/12/2017,15,Southbank,4406
25/12/2017,16,Southbank,4076
25/12/2017,17,Southbank,3553
25/12/2017,18,Southbank,3454
25/12/2017,19,Southbank,3519
25/12/2017,20,Southbank,3424
25/12/2017,21,Town Hall (West),3653
26/12/2017,10,Bourke Street Mall (South),3515
26/12/2017,11,Bourke Street Mall (South),4683
26/12/2017,12,Bourke Street Mall (South),5263
26/12/2017,13,Bourke Street Mall (South),5580
26/12/2017,14,Bourke Street Mall (South),5506
26/12/2017,15,Bourke Street Mall (South),5473
26/12/2017,16,Bourke Street Mall (South),4938
26/12/2017,17,Bourke Street Mall (South),4334
26/12/2017,18,Birrarung Marr,5217
26/12/2017,19,Southbank,3731
26/12/2017,20,Southbank,3828
26/12/2017,21,Southbank,3852
27/12/2017,10,Birrarung Marr,2098
27/12/2017,11,Bourke Street Mall (South),2708
27/12/2017,12,Bourke Street Mall (North),3484
27/12/2017,13,Bourke Street Mall (North),3475
27/12/2017,14,Town Hall (West),3545
27/12/2017,15,Bourke Street Mall (North),3436
27/12/2017,16,Town Hall (West),3339
27/12/2017,17,Southbank,3450
27/12/2017,18,Southbank,4207
27/12/2017,19,Southbank,4150
27/12/2017,20,Southbank,4032
27/12/2017,21,Southbank,3609
28/12/2017,10,Birrarung Marr,2028
28/12/2017,11,Town Hall (West),2601
28/12/2017,12,Bourke Street Mall (South),3372
28/12/2017,13,Town Hall (West),3538
28/12/2017,14,Town Hall (West),3516
28/12/2017,15,Bourke Street Mall (South),3366
28/12/2017,16,Town Hall (West),3419
28/12/2017,17,Southbank,4060
28/12/2017,18,Southbank,4824
28/12/2017,19,Southbank,3238
28/12/2017,20,Southbank,3348
28/12/2017,21,Southbank,2945
29/12/2017,10,Southbank,1906
29/12/2017,11,Town Hall (West),2554
29/12/2017,12,Town Hall (West),3506
29/12/2017,13,Town Hall (West),3843
29/12/2017,14,Town Hall (West),4101
29/12/2017,15,Bourke Street Mall (South),3520
29/12/2017,16,,0
29/12/2017,17,Town Hall (West),2939
29/12/2017,18,Southbank,2665
29/12/2017,19,Southbank,2546
29/12/2017,20,Southbank,2311
29/12/2017,21,Southbank,2430
30/12/2017,10,Southbank,1928
30/12/2017,11,Southbank,2648
30/12/2017,12,Southbank,2897
30/12/2017,13,Vic Arts Centre,3304
30/12/2017,14,Bourke Street Mall (South),3410
30/12/2017,15,Southbank,3564
30/12/2017,16,Southbank,3743
30/12/2017,17,Southbank,3762
30/12/2017,18,Southbank,3830
30/12/2017,19,Southbank,3968
30/12/2017,20,Southbank,3861
30/12/2017,21,Southbank,3413
31/12/2017,10,Southbank,1796
31/12/2017,11,Southbank,2510
31/12/2017,12,Southbank,3062
31/12/2017,13,Southbank,3629
31/12/2017,14,Southbank,3706
31/12/2017,15,Southbank,4359
31/12/2017,16,Southbank,4537
31/12/2017,17,Southbank,4938
31/12/2017,18,Southbank,5114
31/12/2017,19,Southbank,6360
31/12/2017,20,Southbank,7764
31/12/2017,21,Southbank,7982
